pay_predicted,year_2023,year_2024,month_3,month_5,month_6,month_7,month_8,month_9,month_10,month_11,day_2,day_3,day_4,day_5,day_6,day_10,day_11,day_13,day_15,day_16,day_17,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_30,day_31,shift_B,crew_E2,crew_E3,crew_E4,efectivo,mantencion,mecanica,electrica,mant_excl,mec_excl,demora,r_noprg,waiting,queued,distance_down_level,distance_up,distance_up_level,expected_time,lift_down,lift_down_level,lift_up,lift_up_level,travel_time,CAT 797-F,CAT 798-AC,KOM-CHQ,KOM.960E5,Kom.930E-4,Kom.930E-4SE,Kom.930ER-MT,Kom.980E5,Komatsu AHS,verificacion_payload
125045.86048295838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7299904186819661,-1.6603641484996148,-0.0073101704835836145,1.0279606276846285,-1.5232778499145854,-1.2683867208826782,1.2770393257261616,1.214795171826897,-0.41824582397980264,-1.95361198547408,-0.36416296646332075,-1.7174116186915855,0.24503276897524906,-2.8528024103474574,0.7053449679204853,0.097145943170596,-0.544157458329669,0.5521480428244875,-2.9702281792464382,-3.276360005505742,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,0.47686474427374803,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,no_cumple
133832.48803703408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0073416165790752,-0.8119249074254088,-0.32390360846945354,-0.1809418681728462,-1.3905483962336393,0.2039808431166406,0.8300548322659049,-0.40178292762674817,0.1905303239566629,-1.7062191386219263,0.6114227385193897,-1.8760349169684027,0.24503276897524906,-2.0093484500116063,-0.3372636428530742,-0.9370585128078636,0.060950612646723336,1.2849754958959883,-1.9656927684683407,-3.276360005505742,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.4334655658397276,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,no_cumple
147214.80776702848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.993348851839003,-0.40719370315759845,-0.24186568642988338,-0.6415231839965408,-0.2176098806177713,0.5004958047939093,0.4439592852468454,-0.31074436010953277,-0.09255425566763777,-1.3975783436473423,2.028547245548656,-1.8790507592532268,0.9114729831536741,-0.9091037394725026,-0.03296154821606888,-2.2074715316575855,0.07461606898439255,2.836437660895046,-0.993090437504659,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,cumple
143269.83104137753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6778129055458642,-1.5212827223429237,2.137871940549602,-0.9835023418320397,-0.8882641568965987,-0.5292505208829009,1.0715693476603665,-0.4349204448654769,-1.2936004572895365,-1.85828591490939,0.3106484580683061,-1.3512861765222208,0.9114729831536741,-2.361634924322282,1.0738345627985986,-0.20853572642750845,-0.7058069081351993,0.3271131285822116,-2.6492750997687526,-2.9146135708280094,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,0.5202639227077684,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,cumple
146331.73815707455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0768718921852434,-1.7138931142253575,1.671582868957045,-0.9053533140667434,-1.443230714694445,-1.2473027246810928,1.8566661050266702,-0.413333812445951,-0.5287758968325746,-1.8033565308986275,0.8226735036489634,-1.7298908582548136,0.9114729831536741,-2.28250744213471,1.0674984576245836,-1.192497231621116,-0.6982579174658474,1.3949235156001274,-2.380681738113703,-2.9146135708280094,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.5202639227077684,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,cumple
148701.33541940304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6774823251240423,-1.7381857881748861,1.0825835924746714,2.269044555723494,0.29955343716796984,0.11423392123201571,0.21521613907725787,-0.4202578266182518,0.052228494365574134,-0.6353067692157786,2.2991552910770876,-1.4211180124444387,0.24503276897524906,-1.1933752735915601,0.7954779423128957,-2.438011089019938,-0.672531908318639,1.4794161785684168,-0.08795620095670992,-2.160975165249399,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.08627213836756413,-0.035748500270158134,-2.9816702679631955,0.4215012337933795,cumple
142922.77663567616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6476000227318044,-1.4808389408943425,0.6287749349854974,4.016348173357362,0.5507388099715155,-0.8639493569929213,-0.14266421683616534,0.8261380374871172,-0.7160390550762656,0.46450250006106164,0.9116939673540063,-1.9889750055186446,0.6871811967893425,-3.332078732165732,1.138491636051615,-0.9700721331244588,-0.8996495338975876,0.5633818622290409,-3.8775677779550355,-2.160975165249399,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,0.08627213836756413,-0.035748500270158134,-2.9816702679631955,0.4215012337933795,cumple
152574.2347853137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7667227809624497,-0.5085158643710006,0.6170918806720529,4.126678633304049,1.2446056020472496,-0.711839464563055,0.36460489960038894,0.26466565530573727,-0.3170573903580597,0.7039339561325144,0.6868074120395334,-2.0906819023548056,0.24503276897524906,-3.3509545956179005,1.140432537834169,-0.8220110480682133,-0.9173866899269939,0.5299194214495202,-3.438164649806294,-2.160975165249399,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,-0.0005262185004767418,-0.035748500270158134,-2.9816702679631955,0.4215012337933795,cumple
157253.3935170607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5548695047351448,-1.0823569389831138,1.2285559025405157,-0.10838961122170485,0.7537690257802361,-0.4228537175626669,0.018448418906014036,0.23683111833308831,0.16579649867559137,1.507950177461828,1.6031285779828466,-1.8959325969885985,0.24503276897524906,-2.1453668800682104,0.9992976733750333,-1.404584731836819,-0.8867211443654299,0.7383426240191056,-1.649808730374831,-2.160975165249399,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.08627213836756413,-0.035748500270158134,-2.9816702679631955,0.4215012337933795,cumple
151097.17676071325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8391520527881612,-2.4238670476850706,1.7423953518669615,-0.09579687688985615,-0.9251446633614976,-0.9281123147203907,0.5277722351232262,-0.0665221614039464,0.081823009978238,1.075212783334095,0.11313746585999625,-1.9742319299634905,0.24503276897524906,-2.4576917144346524,1.0737594311166934,-0.016567637919898858,-0.885330227974384,-0.02137429039308135,-2.4617534844073776,-2.160975165249399,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,-0.04392539693449718,-0.035748500270158134,-2.9816702679631955,0.4215012337933795,cumple
