payload,year_2023,year_2024,month_3,month_5,month_6,month_7,month_8,month_9,month_10,month_11,day_2,day_3,day_4,day_5,day_6,day_10,day_11,day_13,day_15,day_16,day_17,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_30,day_31,shift_B,crew_E2,crew_E3,crew_E4,efectivo,mantencion,mecanica,electrica,mant_excl,mec_excl,demora,r_noprg,waiting,queued,distance_down_level,distance_up,distance_up_level,expected_time,lift_down,lift_down_level,lift_up,lift_up_level,travel_time,CAT 797-F,CAT 798-AC,KOM-CHQ,KOM.960E5,Kom.930E-4,Kom.930E-4SE,Kom.930ER-MT,Kom.980E5,Komatsu AHS,truck_avail,payload_validation
145359.4348526001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.41368963055207053,-1.6956296002959113,-0.8814522414113024,0.6553638412775759,0.7760011371832362,-1.1615069941720904,1.5072328482115076,0.0699379390835618,0.02486179515489009,1.5442608592235436,1.824741082273946,-1.7688935630135019,1.1679415320174533,-0.5164777644387515,0.5350527499085949,-1.9055691990654213,-0.4105462675692825,1.0392655736006513,-0.31657090783600267,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.8096905706727135,1
163180.94692134857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9374699218487303,-0.1282680374110183,-0.4019408644325504,-0.745927651316476,1.7550502661923952,-1.2760586174703452,0.31170645230619504,-0.4050331413382164,0.5725755208007267,0.9017471365884507,1.0370353198367983,-1.8724437351497187,0.8002269723329489,-1.5995527101937927,0.2242830696542403,-1.3282198929226743,-0.2666220856188759,0.398579341389902,-1.1154621749645857,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,-1.7567236449238688,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7455056737588652,1
175253.9079566002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.1277433416875893,-0.8553612646503811,0.6047501378364853,0.09992549069926929,1.2223734906442494,-1.2295552900855886,0.48007096962716717,-0.6821973557059018,0.07787369908381922,1.9596432639245633,1.3776771434789332,-2.2049415196185733,1.1132843173075757,-1.2594780092357032,0.9327247422334314,-1.5257458299684312,-0.8683123064890657,0.6211045725737139,-1.5424607287427734,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7256962174940899,1
173399.77289056778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.3663627933801215,-0.3412250106750923,0.43630614882116103,0.024862917427073156,1.0508892279806419,-1.0253116225607035,0.2599897931211377,-0.3945167856953455,0.34209778757772247,0.23581260297944356,1.1640347754129725,-1.976952285368153,0.7690819088730306,-1.7054167050661164,0.8845402902381555,-1.4489363631712349,-0.7920496684671883,0.7787365703886697,-2.1197671747706752,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7346121504157218,1
192944.50997066495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3312179443342478,-0.3407262480456938,0.3296540767443635,0.025974041044589218,-0.25921939651210224,-1.2078456885828628,0.6554456391409723,-0.8495141217047926,0.6203976251568619,-0.7519053389564156,1.691856765888378,-1.8526539312921217,1.0789798052799235,-0.4127664309731658,0.9946895968848406,-1.9511435570782296,-0.9105212692788826,0.9008744792339198,-0.7521087743726914,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7658472694633409,1
177501.6647582054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.3865390378136182,1.0687622731454631,0.8139288117725733,-0.5604523126444431,-0.3494742715982115,-0.0328382021939319,0.3613818411209255,-0.9214424101064579,-0.1939705341486741,-0.923686035272282,1.6956563512820269,-1.9066983253314185,0.850599626041642,-1.009786461544034,0.9942763726343613,-1.9543671092303552,-0.9051418704160767,1.3037383644759337,-1.6292457266893001,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7040277777777778,1
166409.61985445023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4989959940960496,-1.0805085833565193,1.3740705974225693,-0.528023964103604,0.25941452786449887,-0.4055672552943186,-0.002528320031160608,-0.3359070422015763,0.6032839446143805,-0.8310137616344925,0.7269587999974179,-2.284349319249733,0.8195998723056012,-2.098603746104815,0.10670824844591319,-0.9018217530760093,-0.26568291985056286,0.5449775198003045,-1.478241899258827,-3.2462144692825974,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7233739606953893,1
158648.6492099762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2056194181069686,-0.6153977619532864,0.6963286431017527,1.9938562731186829,-1.4028322865808223,-0.6999200372465939,0.130718289273991,-0.15404984644085395,0.5687021581927391,-1.6937505054415691,1.3575129236568697,-2.0415529091156577,0.8481760674326871,-1.532911809197965,0.9904947446451271,-1.5605379618172337,-0.8848606450902274,1.3741289988299967,-1.5988361806489777,-2.974904643274298,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7431848702195087,1
174081.8489637375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5739506835704339,-1.341170735173653,1.1188877303887341,-0.1418467779269107,-0.31129617108255375,-0.8310447132592652,0.3176556810828713,-0.48194671994393823,-0.014074359688802844,-1.4788772018841305,1.3955425017240701,-1.731448027210586,1.5699969311605793,-0.3099195971682648,0.9439757115987524,-1.8060837102325837,-0.8519482345892817,1.6715861956165208,-0.49490900017020106,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.563663101141789,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7525898623982028,1
154207.59900665283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1780894707860976,-0.873742134492627,-0.2794247993176751,-0.05464415031518722,-0.4642680919553364,0.051958754939565956,0.22702059075829278,0.44871409790451716,-0.06979508583377564,-1.8400463265070433,0.25081903983946846,-1.728105429592673,0.2568360702604889,-1.7812235925305282,1.0066230123608015,-0.4589723815564282,-0.8612982836624238,-0.2968418832387776,-0.2949357877909242,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.563663101141789,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7626240288308528,1
161414.8709692955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.49603667169281285,-0.5547834329922646,0.3035214763245579,-0.3272809638723689,-1.4919914155796241,-0.11860100610813748,0.2434850478242186,-0.8709052525476888,-0.6027748439119729,-1.2827910956187167,1.4102911882224938,-1.3394010375646086,1.1948290205677643,-0.04711742548343011,0.8751237861060226,-1.404473574866056,-0.7024841634232563,0.42487125914523954,0.5636037074993238,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.563663101141789,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7629824807944539,1
144782.80608081818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.4010520602667218,-2.396288408177152,2.6921617986977897,-0.9595103022390077,-0.3490129048246084,-0.8478811787320566,0.5288600173600452,-0.33310485293655107,0.3176930715378525,-1.436290079771492,0.5641836624233526,-1.7925340768490785,0.7759218451612587,-1.020057404532566,0.5203519841491214,-0.6582768301343923,-0.5601292204781323,-0.41587256544021506,-0.42077779662517556,-2.9146135708280094,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7250231676495367,1
150282.18202972412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.6651204284279995,-2.037047289608308,0.7301158975049664,-0.8172864791969519,0.15107984233781754,-0.9141404629949257,0.9382287324828971,0.24673653154899147,-0.2688302284742918,-0.8718316857958643,1.3302778777620101,-1.4697967399614356,1.0834408138029592,-0.45347806731176804,0.8647430920561048,-1.5421970616413474,-0.6844616912110714,0.6929293115326134,0.926524499735611,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7902766086793864,1
151438.64995002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2362170748546244,-0.9808440744114122,1.4351622244586286,-0.7160096190966916,0.2329436092290202,-1.4439952264658993,0.8583103116025346,0.044873007779833135,-0.6814066364636701,0.10982043459279418,1.4495545074049396,-1.9296071573684994,0.7596824455913623,-2.300243998087036,1.0689635254217373,-1.3764620182337932,-0.8564538526423279,1.6586792541729913,-3.1305707044403377,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.34666720897168674,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7569096634705772,1
161416.98898887634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.544225542362341,-1.8366180600355968,1.172324703441385,-0.45028646360405433,0.3370106520998727,-1.3845188207311823,0.7285553489834683,-0.4102139331189026,0.6527009629855695,0.2126024108092517,1.5077033397865864,-1.7586422007213338,1.1785532935668985,-0.7637189422312615,0.7913456998081034,-1.5273020275591125,-0.7028586409131532,0.9657677126027758,0.15584682101617195,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.6070622795758094,-0.035748500270158134,-2.9816702679631955,-0.10159203443858378,0.7693129270804081,1
156857.69607543945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.025523183118914237,-1.0640934250536676,0.5614708351513098,-0.9833377309257411,0.09981045962117145,-1.4872497964973665,0.3422449313991112,-0.38080723763419005,-0.28705781721776313,0.21222329696255168,2.263840505532272,-1.7293718019362228,0.9215740848163503,-1.9003356153155964,1.0331194521794096,-2.240262838032655,-0.8002049560249448,2.364497737186736,-2.0943843497319157,-2.884468034604865,-0.21334032640491596,-0.5755558867206325,2.735792325966996,0.1914617419096064,0.4334655658397276,-0.035748500270158134,-3.258973212345552,-0.10159203443858378,0.7904375822523031,1
