payload,distance_up_level,truck_avail
110878.46605920792,0.1976348128996458,0.7843813454786982
121978.62696790697,0.8279697124009382,0.7623424897997912
134593.45004844666,1.7311059737298276,0.7425904667422525
128529.37302684784,0.35764365327382247,0.7206159011928243
139994.27304840088,0.7759861966104045,0.7657981715893108
136659.34999847412,0.5049596892673099,0.7124433901723506
124766.0230808258,-0.5273237029373986,0.7344949077897055
136375.044090271,-0.3317928626347971,0.7139755077658303
141719.4679069519,0.2323586472733441,0.7225775300486283
138115.81992340088,0.6269741885539482,0.7439164827078735
103403.76207733154,-1.955350862635959,0.775332095709571
135544.81595802307,0.7797964251557892,0.7486357359845347
130980.9499320984,0.6632123578357686,0.7675376492194674
116102.39111709596,0.6794424160662729,0.7619295224977043
138460.50793075562,0.44304114006995987,0.7916095317725752
106143.14302062988,0.7915976505878307,0.7121277590722035
117558.6870727539,-0.1746185998028285,0.7204845402546753
132455.99981689453,0.27630861118665695,0.6969229330340442
134453.19206428528,0.04256442728410179,0.694839193240665
142231.8151550293,0.4492230308943433,0.6954593318809005
136538.15405082703,0.3717864411134881,0.7326223303595566
138194.04983139038,0.6138288481760408,0.7274310050341604
135923.80797958374,1.331487626241445,0.757318185904351
138188.06303596497,0.42550744603095564,0.7454393079210597
140520.67991256714,1.0816348215204832,0.800289464221503
135171.9800300598,1.1698482031800443,0.7991065640194489
131566.37298488617,0.2379935507799891,0.7765829281469476
130076.64304733276,-0.06088675477720102,0.7715984602917342
141139.95198881626,-0.07723825041980283,0.7981911004102016
110052.29504585266,-0.2346367053971823,0.7598679889953852
134812.64325141907,0.8731610365268035,0.7060211111111111
133905.38507950306,1.33197960344943,0.7404440438034188
139502.07186317444,1.1443837119971325,0.7563437054843305
139519.8799533844,0.4793779123786971,0.7550797469482313
139561.5349998474,0.42412285194772403,0.7861912092815707
136100.10296058655,0.9718066184341616,0.7745669607056936
138394.04124450684,-0.09623853474336945,0.7471865811280406
136594.27277755737,0.06354092385240079,0.7314563966356795
117782.23900985718,0.8071665495746929,0.7496326449563145
122848.3778629303,1.3814523747966823,0.7970142201024554
122356.48002624512,1.2885517166154765,0.8469417947359124
138723.02497673035,0.7207207569134402,0.8293487506645402
140624.4098854065,1.4978257430170807,0.838298031947754
96630.00304031372,-1.0249036387043162,0.9012078353253652
136580.168094635,1.0693540739996463,0.7507492253209385
138765.54400265217,1.1270275034065786,0.7280240299823633
135389.57990455627,0.12810203417112095,0.8086932425213675
136633.03411865234,0.6742922242814189,0.7839856429463171
140551.87889671326,0.30261070913506194,0.7788763339610797
140377.31923103333,1.1458305816763117,0.7945619830996045
135315.6391544342,0.07891054093223115,0.8240276649517104
140702.55329102278,0.697100661297172,0.7758513270355376
136596.9139494896,1.3885331100559073,0.7525946918578498
129219.06193208694,1.198990068303653,0.7442521367521368
134368.0438821912,1.3672649561132544,0.7687980942107155
140838.39587020874,2.0459464766017494,0.7676091752206015
131466.8018269539,1.3524360987915678,0.7921002160994057
140656.27900123596,1.5663621122104465,0.8106734143049933
140905.77289009094,2.2011175410974086,0.8175334403424291
122513.91693496704,2.9277450429058445,0.811554174463156
127127.64195299149,2.13234763841924,0.81462799214005
117176.29695773125,2.0426116184387637,0.8301899411449973
141535.66308021545,1.7220417607396763,0.8056003656144105
139313.83589601517,1.5720219259554704,0.7157245407526306
137435.38192749023,0.6412737033100815,0.7513136992414101
140905.95690011978,1.3825037944415952,0.7469738955823293
141314.96486997604,1.3094514066154403,0.7542553238884434
141963.3170170784,0.9497776642943507,0.7384684383903134
131079.63504219055,1.4101157557580948,0.7748269283183429
131058.0610947609,1.4168072685426483,0.7673589498589498
140991.26392501593,0.908086228660732,0.7981468610883983
124932.6447982788,0.27898542388579817,0.7879833287907695
137004.7959275246,0.7604204114033396,0.7870048309178744
139167.33488702774,0.36950300259541496,0.7787070076320746
137366.04402971268,0.8770325027415367,0.7606495866266921
134688.32388448715,1.1305917433479709,0.742793663761801
136601.70018577576,0.622583759039653,0.7594426244426244
135271.15901184082,1.2918533611272904,0.7908294721540837
132668.20904541016,-0.02367085863900562,0.8072834967320262
141861.13215768337,0.3834278258492645,0.8262903812903812
139051.91020154953,1.1463319002236885,0.7616618891618891
129715.34193658827,0.45145976271545585,0.7632703157703158
125386.0680065155,0.30243633746640913,0.7593438266557645
130080.26800727844,1.2064195469001837,0.7474700435729847
127960.95705413818,0.7198551261297707,0.7661865176705732
138996.8129234314,0.13060758898140665,0.7885231405710129
133863.93308067322,0.1465698621493369,0.7920240695240696
135601.26098442078,0.700679432210952,0.7299621005809731
135485.39483261108,1.3912504018924143,0.7430569194398982
138816.80996400118,1.0901126059821291,0.7430828555828556
127609.90200805664,0.43431529115112316,0.7785339885339886
141337.89806747437,0.8333472101110004,0.781656681190995
134050.94394531846,1.3585494864604089,0.7261856701218403
140301.96899986267,1.1356620147846923,0.7463884342607747
136003.00007629397,0.86484620654122,0.7257674661578996
134507.62809921242,0.7172291718339865,0.7721777050967567
134508.525888443,-0.06198799489887174,0.7295007262164125
139418.1769065857,0.8220940099232964,0.7359830108113019
133271.90792655945,0.37454525001396005,0.751286908331062
125186.04986953735,0.7740359325306502,0.7571043426910148
133291.19099617004,0.9975170982210658,0.7559010175342964
142240.07525718212,0.34356521688330255,0.7799160312273057
140859.04498958588,0.3533497509332459,0.7727448172394981
138637.85300064087,0.09152757667118427,0.7404922586520947
133867.4938583374,-0.1972152997923603,0.7270726495726496
135977.0748090744,-0.23694505415363437,0.736299473493101
129062.9370765686,-0.3664450800731559,0.6894587418300654
140675.81095695496,-0.3575095699812961,0.679085875090777
