year_2023,year_2024,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,shift_B,crew_E2,crew_E3,crew_E4,total,efectivo,mantencion,mecanica,electrica,mant_excl,mec_excl,elec_excl,som_excl,demora,r_prog,r_noprg,waiting,queued,payload,distance,distance_down,distance_down_level,distance_up,distance_up_level,expected_time,lift_down,lift_down_level,lift_up,lift_up_level,travel_time,CAT 797-F,CAT 798-AC,KOM-CHQ,KOM.960E5,Kom.930E-4,Kom.930E-4SE,Kom.930EN,Kom.930ER,Kom.930ER-MT,Kom.980E5,Komatsu AHS
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4237498.0,2766310.0,167206.0,359046.0,41960.0,12999.0,112683.0,12459.0,162221.0,193176.0,269075.0,140363.0,169054,82219,161923.9980018139,11691399,1945195,2339161,1856636,5294102,1852061,-480488,-57304,464743,47414,2847296,203.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,39.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4269600.0,2809350.0,243732.0,382200.0,46611.0,38851.0,35754.0,69290.0,217330.0,98474.0,214993.0,113015.0,188187,38188,182625.20614814758,12519870,2043807,2702341,2023084,5680264,1867557,-450945,-67664,418928,56885,2713961,204.0,0.0,0.0,12.0,96.0,360.0,96.0,238.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4276800.0,2867759.0,174763.0,215564.0,15832.0,30223.0,52544.0,11419.0,220923.0,160061.0,286237.0,241475.0,182176,62133,188389.62311935425,11824338,1942463,2514470,1847582,5388450,1894913,-444557,-63369,439436,54148,2989800,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4273200.0,2889108.0,208095.0,266436.0,17669.0,101248.0,88182.0,20413.0,216807.0,138787.0,236676.0,89779.0,234720,59992,193855.11902236938,12378662,1997528,2603901,1877951,5812968,1838942,-497841,-68546,509700,60468,2774658,204.0,0.0,0.0,12.0,95.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4269600.0,2847441.0,140959.0,156149.0,29288.0,104371.0,61689.0,2686.0,182337.0,179338.0,324483.0,240859.0,181430,33567,177813.6550483704,12262786,2207312,2440704,2107113,5401487,1939979,-310055,-63128,331797,49575,2950724,204.0,0.0,0.0,12.0,95.0,360.0,96.0,240.0,0.0,131.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4276800.0,2704609.0,240132.0,194118.0,45047.0,113699.0,138523.0,3852.0,217753.0,205476.0,253570.0,160021.0,233119,22380,147003.14416122437,11887919,1944904,2387976,1870708,5630504,1754801,-166280,-59080,180735,51568,2962530,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4276800.0,2731347.0,290346.0,109977.0,10942.0,67371.0,91151.0,2176.0,172800.0,173429.0,262609.0,364652.0,181085,29650,165770.05305671692,11880308,2149282,2189887,2069015,5360910,1844135,-239799,-54704,243055,43888,2864924,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4273200.0,2772158.0,315466.0,389670.0,15834.0,62714.0,65100.0,28109.0,218001.0,108588.0,207796.0,89764.0,193133,27676,172087.6040687561,12434283,2119329,1981557,2154130,6092723,1837692,-175011,-47197,184993,41934,2631603,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4269600.0,2803180.0,291046.0,252285.0,34396.0,26655.0,74059.0,12062.0,211814.0,125445.0,260456.0,178202.0,145199,42433,148053.7940826416,12511336,2309384,2000071,2045240,5993743,1899409,-192997,-50583,188683,43315,2830376,203.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4276800.0,2774577.0,317860.0,372469.0,49275.0,63363.0,76228.0,28830.0,199029.0,143404.0,155640.0,96125.0,144343,69419,152617.1990966797,13170844,2261870,2349772,1994802,6486715,1860254,-319773,-59144,314168,52330,2637202,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4276800.0,2545412.0,197523.0,348807.0,64911.0,61585.0,70460.0,10955.0,227013.0,257263.0,242627.0,250244.0,136974,68236,147019.31100463867,11273193,1823676,1830377,1473263,6069908,1689398,-446209,-44082,414757,38198,2617670,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4276800.0,2015939.0,227762.0,455602.0,74676.0,64491.0,87648.0,1229.0,319764.0,82162.0,94726.0,852801.0,115557,24322,106143.14302062988,9994897,1646534,1693090,1479206,5111383,1417298,-138913,-43565,149386,39924,2112172,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4203077.0,2059694.0,51352.0,486694.0,11112.0,7059.0,57881.0,0.0,560727.0,100374.0,207236.0,660948.0,93079,23052,117558.6870727539,9126118,1646380,1550184,1568145,4180473,1428434,-132166,-35390,130017,34912,2058005,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4276800.0,2690252.0,64272.0,863296.0,54243.0,0.0,58970.0,0.0,255419.0,61698.0,131071.0,97579.0,109273,29093,132455.99981689453,11368425,2197903,2268562,2245994,4614923,1908996,-179975,-53324,182481,44497,2753747,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4273200.0,2595878.0,95696.0,729656.0,21859.0,40749.0,65444.0,0.0,299805.0,146119.0,148269.0,129725.0,125072,45616,168360.18588256836,11218288,2048672,1946077,2115482,4955905,1621946,-371235,-48238,356799,51553,2254391,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4273200.0,2873887.0,108781.0,592648.0,16534.0,40112.0,21790.0,383.0,275583.0,81947.0,165321.0,96214.0,173862,74513,196618.38188934326,12378754,2390169,2264559,2383540,5282601,1941738,-607425,-55899,584623,59928,2705401,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4276800.0,2756359.0,177110.0,511242.0,26127.0,81157.0,31780.0,0.0,194211.0,208029.0,172619.0,118166.0,116923,72087,159532.08299827576,12573242,2070037,2551518,2125169,5618222,1764406,-529271,-67304,524584,76109,2523498,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4273200.0,3009541.0,143610.0,477300.0,33824.0,87721.0,53832.0,0.0,172800.0,75629.0,127221.0,91722.0,146839,87774,190856.29598999023,13601745,2114170,2492378,2129294,6804251,2107503,-608807,-60566,575949,59191,2949821,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,131.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4273200.0,2696809.0,225148.0,439280.0,40.0,92138.0,93427.0,13977.0,186298.0,175713.0,237766.0,112604.0,129549,74456,159850.87294006348,12308498,1798146,2416047,2017143,5852260,1725519,-475360,-62743,476643,66671,2618868,204.0,0.0,0.0,12.0,96.0,360.0,96.0,239.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4276800.0,3093311.0,205796.0,310368.0,5355.0,65057.0,36760.0,6076.0,175820.0,117518.0,158681.0,102058.0,145508,77433,179155.2159461975,14384590,2224943,3130258,2409718,6548246,2128210,-542179,-72894,529273,70582,2996603,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,132.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4279372.0,2566216.0,180345.0,420024.0,0.0,67164.0,33144.0,6356.0,195311.0,341650.0,151036.0,318126.0,159811,77681,146534.21994018555,11247940,1780754,2590727,1781282,4904031,1577942,-167280,-60167,174818,57797,2600204,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,134.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4320000.0,3069106.0,183522.0,363173.0,39594.0,26814.0,34495.0,7823.0,190326.0,93249.0,171218.0,140680.0,173360,100019,182465.90384101868,13829792,2282101,3346244,2379555,5717022,2047104,-189728,-75929,194680,72540,3155709,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4316400.0,2902933.0,250819.0,377818.0,27125.0,45804.0,57733.0,0.0,216756.0,174563.0,173713.0,89136.0,167624,102592,158289.21615219116,13156300,2375485,3022288,2590275,5094072,1883149,-197100,-72833,212309,70982,2744899,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,143.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4316400.0,3095540.0,209041.0,372619.0,8799.0,21993.0,29822.0,0.0,174387.0,117837.0,160225.0,126137.0,180806,81020,191315.23399162292,13737227,2375934,3321712,2535743,5481073,2057696,-194015,-75275,202607,73715,2845675,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,143.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4316400.0,2895701.0,212832.0,326522.0,21822.0,13024.0,64755.0,0.0,203630.0,256824.0,198695.0,122595.0,150444,57477,180652.5060863495,13538938,2418600,3210516,2488747,5346173,1913819,-199111,-76043,202358,68181,2815023,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4316400.0,3075363.0,116957.0,309402.0,12874.0,1100.0,24795.0,0.0,172935.0,150583.0,228722.0,223669.0,189648,57314,167819.26816368103,13395566,2381623,3101328,2535080,5353615,1990085,-419947,-74301,208405,72693,3102591,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,143.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4320000.0,2896196.0,152352.0,325791.0,20377.0,23668.0,77883.0,25616.0,217842.0,178146.0,287791.0,114338.0,146091,26962,172101.37595558167,13583182,2572427,3144977,2547184,5188980,2006508,-212384,-72359,207307,67382,2973932,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4312800.0,2916989.0,162317.0,306119.0,77215.0,67940.0,87274.0,40925.0,215915.0,150074.0,196643.0,91389.0,260921,20176,156879.08500671387,13094856,2397465,2873030,2571395,5173548,1973833,-198926,-72229,212435,70789,3024149,204.0,0.0,0.0,12.0,95.0,360.0,96.0,239.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4320000.0,2781188.0,169187.0,289929.0,51344.0,6576.0,143704.0,51917.0,282673.0,169219.0,217108.0,157155.0,151832,57687,160765.28287887573,12706387,2355700,2924908,2363056,4890737,1845814,-188217,-71073,189161,68735,2821476,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,4320000.0,2986156.0,170058.0,273633.0,57211.0,45424.0,76149.0,13329.0,197712.0,138815.0,228459.0,133054.0,243426,85931,186181.5368461609,13532971,2543282,3104249,2642441,5112001,1955932,-263641,-71963,213397,69809,3016191,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4320000.0,2816692.0,202642.0,145501.0,40035.0,58291.0,91980.0,47526.0,201481.0,231832.0,334498.0,149522.0,152236,62460,184759.47297286987,13328698,2687671,3091608,2813179,4605334,1928096,-300614,-73459,222404,71122,3083691,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,4288309.0,2961507.0,195499.0,256632.0,76195.0,49962.0,115324.0,10972.0,191903.0,152220.0,203129.0,74966.0,198611,47442,183844.90091133118,13998621,2716947,3082531,2845026,5263361,2042485,-222137,-72207,231796,68717,3022820,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4316400.0,2960920.0,283008.0,164923.0,16645.0,61471.0,122919.0,15923.0,192588.0,214445.0,196984.0,86574.0,154714,83161,157873.26496505737,13713912,2763883,2878120,2808900,5182940,1987398,-225925,-71773,226713,69181,2870011,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,143.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,4312800.0,3131698.0,237684.0,180981.0,36253.0,51107.0,74201.0,1404.0,174355.0,127711.0,248159.0,49247.0,231042,66086,195450.33713912964,14712301,2733756,3303522,2756198,5856659,2115686,-227665,-74021,228739,75978,2997271,203.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4320000.0,2954291.0,236925.0,235962.0,5110.0,96870.0,97478.0,29396.0,203240.0,202546.0,197667.0,60515.0,143544,75379,182199.05905914307,13876975,2553713,2946712,2515105,5719291,2028811,-215476,-66548,208614,70482,2949108,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,4320000.0,2993089.0,187352.0,207188.0,43069.0,112271.0,80069.0,20235.0,208740.0,188618.0,230316.0,49053.0,184367,93044,182688.37217712402,14027501,2609699,2840646,2627925,5884061,2004471,-218567,-64854,218952,67626,2824387,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4312800.0,2932184.0,195855.0,308504.0,73050.0,13169.0,80900.0,5339.0,230293.0,158184.0,205602.0,109720.0,135560,51838,192375.39414024353,13695226,2646039,2745568,2647952,5524965,2040611,-218488,-65605,215503,67340,2948522,204.0,0.0,0.0,12.0,96.0,358.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,4312800.0,3038615.0,200753.0,301886.0,69877.0,10240.0,33252.0,0.0,184578.0,167527.0,218895.0,87177.0,179481,96991,190219.1050605774,14519531,2591905,2823744,2803233,6221464,2074872,-211882,-69087,222187,72986,2914424,203.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4316400.0,2915650.0,182781.0,251370.0,51477.0,35185.0,90968.0,14597.0,176785.0,273727.0,249035.0,74825.0,160703,78498,169650.54591560364,13930037,2587511,2669740,2589920,6031526,2021481,-323274,-69302,311311,69918,2910672,204.0,0.0,0.0,12.0,95.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,4320000.0,3025452.0,140442.0,339907.0,89357.0,793.0,33846.0,23328.0,173489.0,125640.0,271266.0,96480.0,183914,93027,194040.63401412964,14229516,2494872,2625750,2648951,6365244,2044341,-225774,-66435,246107,67574,3006010,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4312800.0,3050314.0,174141.0,341658.0,62533.0,83435.0,41803.0,20614.0,216116.0,84414.0,160807.0,76965.0,155798,73241,177620.36284446716,14364315,2799120,2692902,2896985,5950134,2090260,-229673,-68943,236909,67310,3009642,204.0,0.0,0.0,12.0,96.0,359.0,96.0,239.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4320000.0,2883747.0,212422.0,385952.0,75901.0,105734.0,33992.0,0.0,173285.0,189141.0,185467.0,74359.0,158392,79147,169019.4620437622,13287772,2652016,2386779,2712288,5439606,1945846,-221105,-61549,224959,61894,2906452,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,4320000.0,2862933.0,225567.0,452667.0,3668.0,95612.0,115182.0,0.0,225637.0,111852.0,124739.0,102143.0,134755,33331,149688.54221343994,13571957,2774772,2268001,2904525,5600712,2062245,-295604,-58957,261644,61529,2921096,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4320000.0,2792696.0,108485.0,519913.0,40468.0,80366.0,82927.0,0.0,192271.0,238465.0,158443.0,105966.0,147046,77812,169188.66192436218,12984217,2625664,2395361,2693745,5182397,1915641,-358520,-60865,292597,61412,2851129,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4312800.0,2993128.0,139925.0,450398.0,8768.0,68121.0,75591.0,923.0,172800.0,82732.0,176885.0,143529.0,175031,95959,160475.44289588928,13958485,2666657,2457468,2826874,5934552,2011170,-280792,-62203,291552,64131,2939839,203.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4320000.0,3029305.0,173468.0,390169.0,17804.0,49897.0,19096.0,0.0,175228.0,224420.0,162569.0,78044.0,184424,91012,164552.5901107788,14249687,2761089,2441602,2852281,6163845,2048296,-224577,-60801,232001,62348,2891339,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4320000.0,2949780.0,186137.0,437034.0,12171.0,122994.0,30352.0,9627.0,219500.0,96933.0,171431.0,84041.0,162375,99470,175143.15608215332,13962182,2720985,2446213,2762361,5957140,2025855,-243516,-61116,237621,61632,2873742,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4672800.0,3161397.0,200000.0,488306.0,10470.0,68121.0,20949.0,0.0,195548.0,193696.0,231692.0,102621.0,183812,103320,168219.68024635315,14969372,3027737,2559662,3118942,6226149,2158730,-259414,-66274,258671,68023,3173966,221.0,0.0,0.0,13.0,104.0,389.0,104.0,259.0,0.0,156.0,52.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4316400.0,2841733.0,256279.0,407162.0,0.0,68011.0,63788.0,11502.0,185490.0,87981.0,131198.0,263256.0,147034,45745,163228.57407569885,13809939,2562060,2378703,2750034,6036294,1974417,-210545,-59340,226723,60746,2903794,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4320000.0,2814169.0,220278.0,606863.0,13578.0,91927.0,22730.0,0.0,196804.0,174778.0,122813.0,56060.0,160181,66250,162288.16403961182,13343129,2603700,2393808,2702988,5598260,1917618,-214476,-59869,223154,59704,2685033,204.0,0.0,0.0,12.0,96.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4312800.0,2908684.0,126147.0,575773.0,11199.0,59787.0,66643.0,0.0,204584.0,90693.0,131519.0,137771.0,129412,71986,156315.98779678345,13892173,2709616,2337825,2792845,5943395,1994279,-226902,-60654,234410,63995,2882846,204.0,0.0,0.0,12.0,96.0,359.0,96.0,240.0,0.0,143.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4316400.0,2878239.0,141680.0,462923.0,42768.0,49405.0,85405.0,0.0,178602.0,253979.0,136015.0,87384.0,163047,67437,167660.48494529724,13433244,2599702,2356451,2675801,5723371,1959826,-213529,-58623,219525,61533,2765699,204.0,0.0,0.0,12.0,95.0,360.0,96.0,240.0,0.0,144.0,48.0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4316400.0,2884041.0,116071.0,532492.0,5597.0,35554.0,110011.0,7065.0,241910.0,93446.0,149156.0,141057.0,137698,91941,156924.97593688965,13719847,2625470,2347599,2678215,6026843,1943152,-217840,-58115,221880,61182,2901497,204.0,0.0,0.0,12.0,96.0,360.0,96.0,239.0,0.0,144.0,48.0
